"Step","DQfD_random_no_train - DQfD_4/score","DQfD_random_no_train - DQfD_4/score__MIN","DQfD_random_no_train - DQfD_4/score__MAX","DQfD_bad_data_under_100 - DQfD_4/score","DQfD_bad_data_under_100 - DQfD_4/score__MIN","DQfD_bad_data_under_100 - DQfD_4/score__MAX","DQfD_bad_data_100_to_300 - DQfD_4/score","DQfD_bad_data_100_to_300 - DQfD_4/score__MIN","DQfD_bad_data_100_to_300 - DQfD_4/score__MAX","DQfD_middle_300_400 - DQfD_4/score","DQfD_middle_300_400 - DQfD_4/score__MIN","DQfD_middle_300_400 - DQfD_4/score__MAX","DQfD_mixed_good_400_500 - DQfD_4/score","DQfD_mixed_good_400_500 - DQfD_4/score__MIN","DQfD_mixed_good_400_500 - DQfD_4/score__MAX","DQfD_perfect_data_500 - DQfD_4/score","DQfD_perfect_data_500 - DQfD_4/score__MIN","DQfD_perfect_data_500 - DQfD_4/score__MAX"
"1269","31","31","31","144","144","144","178","178","178","284","284","284","500","500","500","372","372","372"
"1270","52","52","52","67","67","67","475","475","475","457","457","457","295","295","295","388","388","388"
"1271","40","40","40","53","53","53","435","435","435","468","468","468","165","165","165","500","500","500"
"1272","49","49","49","63","63","63","179","179","179","500","500","500","240","240","240","190","190","190"
"1273","48","48","48","58","58","58","201","201","201","292","292","292","245","245","245","320","320","320"
"1274","151","151","151","49","49","49","262","262","262","304","304","304","209","209","209","259","259","259"
"1275","31","31","31","388","388","388","500","500","500","396","396","396","221","221","221","500","500","500"
"1276","46","46","46","38","38","38","500","500","500","500","500","500","450","450","450","500","500","500"
"1277","42","42","42","86","86","86","280","280","280","500","500","500","249","249","249","311","311","311"
"1278","68","68","68","64","64","64","239","239","239","347","347","347","500","500","500","500","500","500"
"1279","47","47","47","58","58","58","203","203","203","500","500","500","267","267","267","500","500","500"
"1280","56","56","56","42","42","42","316","316","316","204","204","204","335","335","335","500","500","500"
"1281","51","51","51","36","36","36","255","255","255","500","500","500","308","308","308","500","500","500"
"1282","27","27","27","57","57","57","303","303","303","353","353","353","265","265","265","315","315","315"
"1283","45","45","45","57","57","57","185","185","185","500","500","500","262","262","262","500","500","500"
"1284","43","43","43","53","53","53","500","500","500","500","500","500","399","399","399","500","500","500"
"1285","88","88","88","67","67","67","299","299","299","239","239","239","336","336","336","500","500","500"
"1286","50","50","50","75","75","75","199","199","199","500","500","500","500","500","500","500","500","500"
"1287","122","122","122","48","48","48","352","352","352","500","500","500","465","465","465","500","500","500"
"1288","103","103","103","53","53","53","500","500","500","234","234","234","198","198","198","500","500","500"
"1289","78","78","78","95","95","95","156","156","156","257","257","257","269","269","269","500","500","500"
"1290","55","55","55","247","247","247","244","244","244","500","500","500","457","457","457","500","500","500"
"1291","59","59","59","500","500","500","255","255","255","500","500","500","277","277","277","500","500","500"
"1292","67","67","67","69","69","69","421","421","421","283","283","283","269","269","269","500","500","500"
"1293","86","86","86","84","84","84","256","256","256","431","431","431","215","215","215","350","350","350"
"1294","129","129","129","500","500","500","500","500","500","500","500","500","255","255","255","500","500","500"
"1295","105","105","105","115","115","115","376","376","376","470","470","470","294","294","294","500","500","500"
"1296","96","96","96","53","53","53","439","439","439","264","264","264","500","500","500","500","500","500"
"1297","65","65","65","500","500","500","436","436","436","500","500","500","312","312","312","500","500","500"
"1298","61","61","61","130","130","130","183","183","183","342","342","342","221","221","221","500","500","500"
"1299","51","51","51","128","128","128","239","239","239","293","293","293","489","489","489","500","500","500"
"1300","61","61","61","500","500","500","177","177","177","241","241","241","185","185","185","500","500","500"
"1301","52","52","52","155","155","155","239","239","239","284","284","284","297","297","297","500","500","500"
"1302","46","46","46","491","491","491","216","216","216","500","500","500","231","231","231","500","500","500"
"1303","44","44","44","201","201","201","223","223","223","451","451","451","489","489","489","484","484","484"
"1304","33","33","33","79","79","79","171","171","171","239","239","239","226","226","226","318","318","318"
"1305","46","46","46","88","88","88","196","196","196","399","399","399","262","262","262","359","359","359"
"1306","23","23","23","43","43","43","190","190","190","500","500","500","308","308","308","500","500","500"
"1307","30","30","30","65","65","65","287","287","287","350","350","350","283","283","283","436","436","436"
"1308","40","40","40","58","58","58","179","179","179","252","252","252","353","353","353","500","500","500"
"1309","62","62","62","45","45","45","273","273","273","499","499","499","500","500","500","331","331","331"
"1310","58","58","58","84","84","84","149","149","149","307","307","307","217","217","217","365","365","365"
"1311","48","48","48","482","482","482","215","215","215","424","424","424","321","321","321","500","500","500"
"1312","36","36","36","281","281","281","288","288","288","487","487","487","189","189","189","326","326","326"
"1313","24","24","24","339","339","339","176","176","176","302","302","302","231","231","231","500","500","500"
"1314","43","43","43","500","500","500","231","231","231","449","449","449","139","139","139","500","500","500"
"1315","66","66","66","500","500","500","224","224","224","422","422","422","285","285","285","500","500","500"
"1316","58","58","58","108","108","108","163","163","163","349","349","349","189","189","189","258","258","258"
"1317","52","52","52","194","194","194","206","206","206","461","461","461","285","285","285","369","369","369"
"1318","47","47","47","500","500","500","243","243","243","277","277","277","224","224","224","500","500","500"
"1319","65","65","65","183","183","183","240","240","240","500","500","500","278","278","278","350","350","350"
"1320","82","82","82","250","250","250","500","500","500","500","500","500","195","195","195","238","238","238"
"1321","60","60","60","141","141","141","224","224","224","311","311","311","299","299","299","213","213","213"
"1322","49","49","49","197","197","197","263","263","263","255","255","255","184","184","184","198","198","198"
"1323","59","59","59","220","220","220","358","358","358","500","500","500","263","263","263","386","386","386"
"1324","83","83","83","500","500","500","467","467","467","248","248","248","227","227","227","284","284","284"
"1325","139","139","139","500","500","500","500","500","500","365","365","365","190","190","190","159","159","159"
"1326","269","269","269","500","500","500","209","209","209","500","500","500","218","218","218","417","417","417"
"1327","65","65","65","500","500","500","500","500","500","315","315","315","181","181","181","300","300","300"
"1328","38","38","38","428","428","428","268","268","268","411","411","411","192","192","192","340","340","340"
"1329","34","34","34","167","167","167","341","341","341","375","375","375","203","203","203","398","398","398"
"1330","57","57","57","378","378","378","265","265","265","220","220","220","331","331","331","500","500","500"
"1331","62","62","62","179","179","179","410","410","410","249","249","249","197","197","197","149","149","149"
"1332","85","85","85","167","167","167","382","382","382","265","265","265","232","232","232","441","441","441"
"1333","116","116","116","500","500","500","204","204","204","354","354","354","180","180","180","500","500","500"
"1334","47","47","47","258","258","258","235","235","235","233","233","233","235","235","235","236","236","236"
"1335","50","50","50","232","232","232","265","265","265","492","492","492","339","339","339","500","500","500"
"1336","63","63","63","167","167","167","226","226","226","232","232","232","153","153","153","324","324","324"
"1337","57","57","57","490","490","490","184","184","184","366","366","366","213","213","213","266","266","266"
"1338","163","163","163","500","500","500","224","224","224","217","217","217","354","354","354","425","425","425"
"1339","67","67","67","365","365","365","187","187","187","244","244","244","197","197","197","500","500","500"
"1340","63","63","63","500","500","500","285","285","285","184","184","184","211","211","211","500","500","500"
"1341","62","62","62","442","442","442","359","359","359","230","230","230","205","205","205","202","202","202"
"1342","131","131","131","387","387","387","187","187","187","275","275","275","231","231","231","500","500","500"
"1343","105","105","105","485","485","485","217","217","217","277","277","277","204","204","204","500","500","500"
"1344","70","70","70","421","421","421","210","210","210","274","274","274","262","262","262","500","500","500"
"1345","68","68","68","413","413","413","202","202","202","458","458","458","158","158","158","237","237","237"
"1346","59","59","59","500","500","500","209","209","209","376","376","376","254","254","254","500","500","500"
"1347","60","60","60","438","438","438","185","185","185","291","291","291","152","152","152","500","500","500"
"1348","98","98","98","500","500","500","208","208","208","279","279","279","234","234","234","500","500","500"
"1349","81","81","81","383","383","383","195","195","195","286","286","286","286","286","286","407","407","407"
"1350","68","68","68","500","500","500","297","297","297","213","213","213","183","183","183","448","448","448"
"1351","80","80","80","488","488","488","240","240","240","377","377","377","275","275","275","462","462","462"
"1352","71","71","71","498","498","498","223","223","223","356","356","356","189","189","189","463","463","463"
"1353","72","72","72","374","374","374","233","233","233","236","236","236","148","148","148","500","500","500"
"1354","69","69","69","439","439","439","184","184","184","251","251","251","220","220","220","500","500","500"
"1355","99","99","99","500","500","500","349","349","349","384","384","384","209","209","209","364","364","364"
"1356","67","67","67","429","429","429","336","336","336","270","270","270","218","218","218","267","267","267"
"1357","82","82","82","387","387","387","460","460","460","259","259","259","152","152","152","306","306","306"
"1358","71","71","71","387","387","387","326","326","326","217","217","217","331","331","331","500","500","500"
"1359","108","108","108","348","348","348","500","500","500","195","195","195","249","249","249","392","392","392"
"1360","85","85","85","303","303","303","267","267","267","360","360","360","450","450","450","452","452","452"
"1361","117","117","117","373","373","373","421","421","421","283","283","283","284","284","284","500","500","500"
"1362","77","77","77","346","346","346","241","241","241","214","214","214","155","155","155","500","500","500"
"1363","334","334","334","339","339","339","236","236","236","302","302","302","500","500","500","500","500","500"
"1364","79","79","79","343","343","343","456","456","456","294","294","294","236","236","236","500","500","500"
"1365","96","96","96","355","355","355","257","257","257","248","248","248","279","279","279","372","372","372"
"1366","107","107","107","341","341","341","322","322","322","368","368","368","354","354","354","427","427","427"
"1367","73","73","73","500","500","500","188","188","188","310","310","310","244","244","244","258","258","258"
"1368","42","42","42","395","395","395","361","361","361","311","311","311","233","233","233","260","260","260"
"1369","94","94","94","500","500","500","254","254","254","213","213","213","233","233","233","240","240","240"
"1370","88","88","88","403","403","403","453","453","453","226","226","226","183","183","183","329","329","329"
"1371","50","50","50","403","403","403","365","365","365","226","226","226","480","480","480","500","500","500"
"1372","88","88","88","400","400","400","500","500","500","211","211","211","378","378","378","301","301","301"
"1373","146","146","146","348","348","348","500","500","500","264","264","264","185","185","185","380","380","380"
"1374","103","103","103","373","373","373","326","326","326","307","307","307","273","273","273","321","321","321"
"1375","74","74","74","382","382","382","229","229","229","285","285","285","225","225","225","336","336","336"
"1376","116","116","116","371","371","371","364","364","364","347","347","347","282","282","282","500","500","500"
"1377","174","174","174","423","423","423","258","258","258","255","255","255","314","314","314","429","429","429"
"1378","82","82","82","351","351","351","223","223","223","399","399","399","227","227","227","500","500","500"
"1379","141","141","141","350","350","350","253","253","253","271","271","271","217","217","217","385","385","385"
"1380","103","103","103","327","327","327","198","198","198","344","344","344","282","282","282","345","345","345"
"1381","83","83","83","400","400","400","198","198","198","296","296","296","477","477","477","281","281","281"
"1382","76","76","76","453","453","453","314","314","314","500","500","500","203","203","203","322","322","322"
"1383","77","77","77","385","385","385","216","216","216","353","353","353","290","290","290","500","500","500"
"1384","90","90","90","320","320","320","315","315","315","500","500","500","186","186","186","367","367","367"
"1385","86","86","86","275","275","275","313","313","313","319","319","319","178","178","178","348","348","348"
"1386","72","72","72","392","392","392","500","500","500","328","328","328","222","222","222","243","243","243"
"1387","137","137","137","375","375","375","298","298","298","348","348","348","189","189","189","392","392","392"
"1388","117","117","117","322","322","322","237","237","237","500","500","500","230","230","230","288","288","288"
"1389","89","89","89","299","299","299","346","346","346","500","500","500","151","151","151","441","441","441"
"1390","144","144","144","292","292","292","265","265","265","243","243","243","215","215","215","367","367","367"
"1391","113","113","113","319","319","319","229","229","229","500","500","500","200","200","200","500","500","500"
"1392","96","96","96","396","396","396","319","319","319","500","500","500","266","266","266","235","235","235"
"1393","125","125","125","500","500","500","352","352","352","368","368","368","266","266","266","269","269","269"
"1394","103","103","103","363","363","363","290","290","290","458","458","458","153","153","153","366","366","366"
"1395","130","130","130","336","336","336","427","427","427","500","500","500","214","214","214","500","500","500"
"1396","80","80","80","311","311","311","322","322","322","500","500","500","192","192","192","481","481","481"
"1397","119","119","119","325","325","325","307","307","307","500","500","500","214","214","214","251","251","251"
"1398","156","156","156","368","368","368","252","252","252","340","340","340","247","247","247","236","236","236"
"1399","110","110","110","357","357","357","330","330","330","500","500","500","160","160","160","358","358","358"
"1400","129","129","129","304","304","304","307","307","307","306","306","306","282","282","282","184","184","184"
"1401","207","207","207","324","324","324","281","281","281","241","241","241","207","207","207","246","246","246"
"1402","123","123","123","304","304","304","500","500","500","263","263","263","200","200","200","500","500","500"
"1403","131","131","131","419","419","419","320","320","320","500","500","500","248","248","248","334","334","334"
"1404","182","182","182","298","298","298","500","500","500","398","398","398","230","230","230","236","236","236"
"1405","144","144","144","326","326","326","312","312","312","500","500","500","160","160","160","342","342","342"
"1406","114","114","114","344","344","344","332","332","332","500","500","500","195","195","195","288","288","288"
"1407","128","128","128","399","399","399","330","330","330","309","309","309","161","161","161","500","500","500"
"1408","109","109","109","289","289","289","362","362","362","500","500","500","272","272","272","252","252","252"
"1409","129","129","129","318","318","318","260","260","260","500","500","500","199","199","199","346","346","346"
"1410","132","132","132","323","323","323","348","348","348","500","500","500","203","203","203","305","305","305"
"1411","80","80","80","280","280","280","317","317","317","500","500","500","222","222","222","251","251","251"
"1412","114","114","114","286","286","286","355","355","355","500","500","500","190","190","190","500","500","500"
"1413","136","136","136","500","500","500","395","395","395","500","500","500","206","206","206","441","441","441"
"1414","130","130","130","341","341","341","500","500","500","500","500","500","200","200","200","326","326","326"
"1415","118","118","118","500","500","500","500","500","500","500","500","500","147","147","147","500","500","500"
"1416","120","120","120","472","472","472","273","273","273","500","500","500","180","180","180","230","230","230"
"1417","39","39","39","310","310","310","500","500","500","500","500","500","136","136","136","312","312","312"
"1418","126","126","126","328","328","328","363","363","363","500","500","500","215","215","215","500","500","500"
"1419","356","356","356","299","299","299","351","351","351","500","500","500","242","242","242","296","296","296"
"1420","256","256","256","302","302","302","500","500","500","500","500","500","207","207","207","367","367","367"
"1421","144","144","144","350","350","350","259","259","259","500","500","500","234","234","234","335","335","335"
"1422","261","261","261","316","316","316","415","415","415","500","500","500","200","200","200","230","230","230"
"1423","185","185","185","327","327","327","284","284","284","500","500","500","161","161","161","275","275","275"
"1424","160","160","160","289","289","289","261","261","261","500","500","500","208","208","208","277","277","277"
"1425","131","131","131","280","280","280","427","427","427","500","500","500","267","267","267","258","258","258"
"1426","125","125","125","287","287","287","326","326","326","198","198","198","226","226","226","232","232","232"
"1427","140","140","140","351","351","351","373","373","373","500","500","500","145","145","145","252","252","252"
"1428","140","140","140","333","333","333","500","500","500","289","289","289","280","280","280","358","358","358"
"1429","152","152","152","335","335","335","250","250","250","500","500","500","261","261","261","230","230","230"
"1430","146","146","146","308","308","308","289","289","289","500","500","500","154","154","154","238","238","238"
"1431","143","143","143","283","283","283","365","365","365","500","500","500","141","141","141","271","271","271"
"1432","148","148","148","285","285","285","500","500","500","500","500","500","192","192","192","303","303","303"
"1433","216","216","216","273","273","273","327","327","327","500","500","500","183","183","183","281","281","281"
"1434","341","341","341","285","285","285","437","437","437","250","250","250","168","168","168","385","385","385"
"1435","137","137","137","243","243","243","500","500","500","55","55","55","156","156","156","461","461","461"
"1436","156","156","156","289","289","289","408","408","408","500","500","500","270","270","270","271","271","271"
"1437","151","151","151","227","227","227","300","300","300","500","500","500","199","199","199","341","341","341"
"1438","130","130","130","252","252","252","253","253","253","500","500","500","149","149","149","295","295","295"
"1439","149","149","149","271","271","271","500","500","500","500","500","500","218","218","218","344","344","344"
"1440","148","148","148","292","292","292","446","446","446","500","500","500","201","201","201","266","266","266"
"1441","133","133","133","321","321","321","335","335","335","500","500","500","149","149","149","253","253","253"
"1442","126","126","126","332","332","332","500","500","500","333","333","333","204","204","204","259","259","259"
"1443","160","160","160","385","385","385","257","257","257","500","500","500","230","230","230","308","308","308"
"1444","136","136","136","337","337","337","292","292","292","260","260","260","215","215","215","326","326","326"
"1445","120","120","120","324","324","324","335","335","335","500","500","500","241","241","241","253","253","253"
"1446","123","123","123","277","277","277","500","500","500","110","110","110","142","142","142","438","438","438"
"1447","159","159","159","308","308","308","383","383","383","500","500","500","280","280","280","332","332","332"
"1448","150","150","150","335","335","335","500","500","500","500","500","500","153","153","153","326","326","326"
"1449","182","182","182","363","363","363","432","432","432","500","500","500","184","184","184","270","270","270"
"1450","152","152","152","335","335","335","469","469","469","500","500","500","162","162","162","292","292","292"
"1451","154","154","154","307","307","307","500","500","500","500","500","500","292","292","292","292","292","292"
"1452","163","163","163","256","256","256","500","500","500","500","500","500","220","220","220","291","291","291"
"1453","137","137","137","320","320","320","500","500","500","500","500","500","180","180","180","243","243","243"
"1454","135","135","135","308","308","308","336","336","336","500","500","500","191","191","191","357","357","357"
"1455","120","120","120","247","247","247","444","444","444","500","500","500","141","141","141","298","298","298"
"1456","186","186","186","314","314","314","500","500","500","500","500","500","229","229","229","274","274","274"
"1457","153","153","153","273","273","273","500","500","500","500","500","500","194","194","194","315","315","315"
"1458","137","137","137","222","222","222","300","300","300","500","500","500","287","287","287","312","312","312"
"1459","137","137","137","341","341","341","500","500","500","500","500","500","229","229","229","231","231","231"
"1460","124","124","124","229","229","229","476","476","476","500","500","500","198","198","198","234","234","234"
"1461","125","125","125","432","432","432","395","395","395","500","500","500","250","250","250","380","380","380"
"1462","120","120","120","349","349","349","352","352","352","500","500","500","155","155","155","341","341","341"
"1463","139","139","139","328","328","328","500","500","500","500","500","500","189","189","189","372","372","372"
"1464","148","148","148","388","388","388","500","500","500","500","500","500","293","293","293","356","356","356"
"1465","133","133","133","390","390","390","500","500","500","500","500","500","195","195","195","313","313","313"
"1466","128","128","128","220","220","220","500","500","500","500","500","500","159","159","159","260","260","260"
"1467","257","257","257","212","212","212","500","500","500","500","500","500","163","163","163","286","286","286"
"1468","161","161","161","237","237","237","264","264","264","500","500","500","215","215","215","291","291","291"
"1469","166","166","166","251","251","251","319","319","319","500","500","500","226","226","226","302","302","302"
"1470","217","217","217","261","261","261","500","500","500","500","500","500","217","217","217","401","401","401"
"1471","197","197","197","326","326","326","155","155","155","500","500","500","164","164","164","301","301","301"
"1472","188","188","188","281","281","281","500","500","500","500","500","500","260","260","260","322","322","322"
"1473","120","120","120","230","230","230","168","168","168","500","500","500","217","217","217","262","262","262"
"1474","124","124","124","197","197","197","500","500","500","500","500","500","389","389","389","266","266","266"
"1475","126","126","126","207","207","207","361","361","361","500","500","500","230","230","230","421","421","421"
"1476","138","138","138","219","219","219","314","314","314","500","500","500","154","154","154","350","350","350"
"1477","121","121","121","291","291","291","500","500","500","500","500","500","213","213","213","360","360","360"
"1478","114","114","114","202","202","202","500","500","500","500","500","500","194","194","194","321","321","321"
"1479","123","123","123","244","244","244","335","335","335","500","500","500","245","245","245","308","308","308"
"1480","126","126","126","187","187","187","199","199","199","500","500","500","182","182","182","347","347","347"
"1481","127","127","127","227","227","227","500","500","500","500","500","500","228","228","228","325","325","325"
"1482","132","132","132","198","198","198","500","500","500","500","500","500","153","153","153","304","304","304"
"1483","128","128","128","257","257","257","500","500","500","500","500","500","222","222","222","500","500","500"
"1484","152","152","152","323","323","323","500","500","500","500","500","500","259","259","259","263","263","263"
"1485","125","125","125","377","377","377","457","457","457","500","500","500","181","181","181","470","470","470"
"1486","121","121","121","427","427","427","273","273","273","500","500","500","211","211","211","267","267","267"
"1487","146","146","146","336","336","336","500","500","500","500","500","500","183","183","183","340","340","340"
"1488","145","145","145","422","422","422","500","500","500","500","500","500","249","249","249","351","351","351"
"1489","133","133","133","325","325","325","500","500","500","500","500","500","152","152","152","316","316","316"
"1490","131","131","131","500","500","500","500","500","500","500","500","500","308","308","308","281","281","281"
"1491","175","175","175","313","313","313","500","500","500","500","500","500","278","278","278","376","376","376"
"1492","136","136","136","252","252","252","500","500","500","500","500","500","209","209","209","300","300","300"
"1493","122","122","122","500","500","500","500","500","500","500","500","500","185","185","185","402","402","402"
"1494","120","120","120","477","477","477","500","500","500","500","500","500","207","207","207","239","239","239"
"1495","123","123","123","470","470","470","500","500","500","255","255","255","188","188","188","264","264","264"
"1496","129","129","129","406","406","406","500","500","500","500","500","500","408","408","408","310","310","310"
"1497","145","145","145","394","394","394","500","500","500","500","500","500","263","263","263","344","344","344"
"1498","120","120","120","348","348","348","500","500","500","500","500","500","129","129","129","247","247","247"
"1499","127","127","127","344","344","344","500","500","500","500","500","500","500","500","500","302","302","302"
