"Step","DQfD_random_no_train - DQfD_2/score","DQfD_random_no_train - DQfD_2/score__MIN","DQfD_random_no_train - DQfD_2/score__MAX","DQfD_bad_data_under_100 - DQfD_2/score","DQfD_bad_data_under_100 - DQfD_2/score__MIN","DQfD_bad_data_under_100 - DQfD_2/score__MAX","DQfD_bad_data_100_to_300 - DQfD_2/score","DQfD_bad_data_100_to_300 - DQfD_2/score__MIN","DQfD_bad_data_100_to_300 - DQfD_2/score__MAX","DQfD_middle_300_400 - DQfD_2/score","DQfD_middle_300_400 - DQfD_2/score__MIN","DQfD_middle_300_400 - DQfD_2/score__MAX","DQfD_mixed_good_400_500 - DQfD_2/score","DQfD_mixed_good_400_500 - DQfD_2/score__MIN","DQfD_mixed_good_400_500 - DQfD_2/score__MAX","DQfD_perfect_data_500 - DQfD_2/score","DQfD_perfect_data_500 - DQfD_2/score__MIN","DQfD_perfect_data_500 - DQfD_2/score__MAX"
"684","14","14","14","95","95","95","207","207","207","94","94","94","53","53","53","10","10","10"
"685","12","12","12","214","214","214","145","145","145","8","8","8","321","321","321","10","10","10"
"686","12","12","12","103","103","103","144","144","144","10","10","10","82","82","82","9","9","9"
"687","13","13","13","103","103","103","157","157","157","9","9","9","56","56","56","9","9","9"
"688","9","9","9","74","74","74","232","232","232","8","8","8","61","61","61","8","8","8"
"689","10","10","10","109","109","109","166","166","166","11","11","11","86","86","86","10","10","10"
"690","8","8","8","143","143","143","190","190","190","9","9","9","324","324","324","9","9","9"
"691","14","14","14","71","71","71","228","228","228","9","9","9","63","63","63","8","8","8"
"692","12","12","12","75","75","75","461","461","461","14","14","14","70","70","70","9","9","9"
"693","10","10","10","64","64","64","164","164","164","11","11","11","56","56","56","10","10","10"
"694","14","14","14","71","71","71","173","173","173","10","10","10","61","61","61","9","9","9"
"695","26","26","26","82","82","82","184","184","184","14","14","14","84","84","84","9","9","9"
"696","10","10","10","111","111","111","195","195","195","11","11","11","102","102","102","10","10","10"
"697","11","11","11","124","124","124","456","456","456","10","10","10","101","101","101","8","8","8"
"698","10","10","10","104","104","104","189","189","189","8","8","8","500","500","500","9","9","9"
"699","16","16","16","130","130","130","174","174","174","36","36","36","500","500","500","10","10","10"
"700","8","8","8","83","83","83","187","187","187","26","26","26","500","500","500","10","10","10"
"701","10","10","10","94","94","94","358","358","358","14","14","14","158","158","158","10","10","10"
"702","12","12","12","226","226","226","500","500","500","10","10","10","500","500","500","95","95","95"
"703","8","8","8","76","76","76","500","500","500","12","12","12","500","500","500","10","10","10"
"704","10","10","10","80","80","80","261","261","261","12","12","12","500","500","500","9","9","9"
"705","8","8","8","185","185","185","500","500","500","13","13","13","500","500","500","10","10","10"
"706","10","10","10","104","104","104","315","315","315","12","12","12","500","500","500","11","11","11"
"707","10","10","10","172","172","172","168","168","168","9","9","9","500","500","500","13","13","13"
"708","12","12","12","98","98","98","500","500","500","11","11","11","500","500","500","38","38","38"
"709","9","9","9","83","83","83","500","500","500","10","10","10","500","500","500","9","9","9"
"710","11","11","11","125","125","125","354","354","354","12","12","12","500","500","500","22","22","22"
"711","9","9","9","110","110","110","207","207","207","51","51","51","500","500","500","32","32","32"
"712","12","12","12","207","207","207","308","308","308","52","52","52","500","500","500","51","51","51"
"713","9","9","9","130","130","130","457","457","457","10","10","10","372","372","372","70","70","70"
"714","14","14","14","75","75","75","284","284","284","12","12","12","500","500","500","134","134","134"
"715","9","9","9","67","67","67","500","500","500","10","10","10","500","500","500","141","141","141"
"716","12","12","12","92","92","92","233","233","233","10","10","10","500","500","500","9","9","9"
"717","9","9","9","65","65","65","250","250","250","9","9","9","500","500","500","80","80","80"
"718","14","14","14","93","93","93","500","500","500","8","8","8","500","500","500","48","48","48"
"719","10","10","10","67","67","67","500","500","500","10","10","10","349","349","349","146","146","146"
"720","29","29","29","147","147","147","372","372","372","9","9","9","500","500","500","11","11","11"
"721","17","17","17","111","111","111","141","141","141","9","9","9","500","500","500","9","9","9"
"722","25","25","25","96","96","96","270","270","270","10","10","10","314","314","314","9","9","9"
"723","30","30","30","80","80","80","146","146","146","10","10","10","327","327","327","9","9","9"
"724","36","36","36","266","266","266","121","121","121","9","9","9","500","500","500","9","9","9"
"725","19","19","19","138","138","138","500","500","500","9","9","9","500","500","500","9","9","9"
"726","37","37","37","93","93","93","316","316","316","10","10","10","500","500","500","130","130","130"
"727","22","22","22","86","86","86","257","257","257","8","8","8","500","500","500","10","10","10"
"728","29","29","29","75","75","75","287","287","287","8","8","8","344","344","344","66","66","66"
"729","19","19","19","77","77","77","500","500","500","9","9","9","384","384","384","10","10","10"
"730","45","45","45","85","85","85","478","478","478","10","10","10","279","279","279","11","11","11"
"731","41","41","41","207","207","207","306","306","306","19","19","19","500","500","500","10","10","10"
"732","37","37","37","91","91","91","500","500","500","46","46","46","264","264","264","9","9","9"
"733","29","29","29","174","174","174","248","248","248","27","27","27","500","500","500","10","10","10"
"734","27","27","27","84","84","84","214","214","214","10","10","10","463","463","463","10","10","10"
"735","37","37","37","86","86","86","367","367","367","9","9","9","500","500","500","10","10","10"
"736","36","36","36","117","117","117","186","186","186","51","51","51","500","500","500","11","11","11"
"737","29","29","29","95","95","95","185","185","185","33","33","33","378","378","378","8","8","8"
"738","22","22","22","98","98","98","255","255","255","54","54","54","314","314","314","8","8","8"
"739","18","18","18","141","141","141","214","214","214","10","10","10","456","456","456","10","10","10"
"740","22","22","22","76","76","76","335","335","335","55","55","55","351","351","351","8","8","8"
"741","17","17","17","174","174","174","296","296","296","85","85","85","500","500","500","10","10","10"
"742","23","23","23","131","131","131","343","343","343","65","65","65","401","401","401","9","9","9"
"743","22","22","22","126","126","126","240","240","240","49","49","49","500","500","500","9","9","9"
"744","16","16","16","318","318","318","301","301","301","53","53","53","261","261","261","11","11","11"
"745","13","13","13","88","88","88","243","243","243","76","76","76","287","287","287","10","10","10"
"746","19","19","19","75","75","75","224","224","224","50","50","50","269","269","269","9","9","9"
"747","16","16","16","118","118","118","262","262","262","74","74","74","263","263","263","60","60","60"
"748","18","18","18","70","70","70","252","252","252","84","84","84","500","500","500","123","123","123"
"749","21","21","21","166","166","166","282","282","282","122","122","122","423","423","423","18","18","18"
"750","19","19","19","312","312","312","204","204","204","44","44","44","404","404","404","10","10","10"
"751","16","16","16","121","121","121","211","211","211","123","123","123","312","312","312","53","53","53"
"752","11","11","11","121","121","121","284","284","284","58","58","58","439","439","439","10","10","10"
"753","13","13","13","86","86","86","175","175","175","53","53","53","480","480","480","14","14","14"
"754","15","15","15","500","500","500","201","201","201","56","56","56","367","367","367","10","10","10"
"755","13","13","13","84","84","84","218","218","218","63","63","63","446","446","446","9","9","9"
"756","13","13","13","128","128","128","217","217","217","92","92","92","261","261","261","9","9","9"
"757","13","13","13","75","75","75","190","190","190","134","134","134","355","355","355","10","10","10"
"758","12","12","12","202","202","202","260","260","260","53","53","53","242","242","242","9","9","9"
"759","12","12","12","102","102","102","253","253","253","64","64","64","298","298","298","9","9","9"
"760","15","15","15","76","76","76","223","223","223","42","42","42","234","234","234","10","10","10"
"761","19","19","19","80","80","80","200","200","200","80","80","80","467","467","467","9","9","9"
"762","17","17","17","110","110","110","231","231","231","111","111","111","291","291","291","10","10","10"
"763","20","20","20","110","110","110","188","188","188","500","500","500","500","500","500","10","10","10"
"764","18","18","18","126","126","126","232","232","232","66","66","66","500","500","500","9","9","9"
"765","16","16","16","79","79","79","222","222","222","500","500","500","258","258","258","8","8","8"
"766","17","17","17","77","77","77","308","308","308","138","138","138","376","376","376","10","10","10"
"767","29","29","29","96","96","96","255","255","255","111","111","111","414","414","414","9","9","9"
"768","18","18","18","96","96","96","242","242","242","500","500","500","413","413","413","9","9","9"
"769","24","24","24","115","115","115","261","261","261","500","500","500","311","311","311","10","10","10"
"770","19","19","19","87","87","87","224","224","224","500","500","500","300","300","300","10","10","10"
"771","16","16","16","88","88","88","243","243","243","500","500","500","316","316","316","11","11","11"
"772","21","21","21","105","105","105","205","205","205","500","500","500","398","398","398","9","9","9"
"773","21","21","21","236","236","236","269","269","269","500","500","500","363","363","363","10","10","10"
"774","19","19","19","216","216","216","225","225","225","500","500","500","247","247","247","9","9","9"
"775","19","19","19","192","192","192","260","260","260","110","110","110","230","230","230","10","10","10"
"776","19","19","19","180","180","180","287","287","287","162","162","162","247","247","247","11","11","11"
"777","19","19","19","113","113","113","282","282","282","500","500","500","380","380","380","9","9","9"
"778","16","16","16","141","141","141","259","259","259","128","128","128","322","322","322","10","10","10"
"779","37","37","37","149","149","149","239","239","239","500","500","500","500","500","500","10","10","10"
"780","29","29","29","102","102","102","185","185","185","500","500","500","500","500","500","12","12","12"
"781","38","38","38","233","233","233","216","216","216","500","500","500","264","264","264","11","11","11"
"782","37","37","37","137","137","137","251","251","251","500","500","500","401","401","401","8","8","8"
"783","35","35","35","313","313","313","315","315","315","500","500","500","300","300","300","10","10","10"
"784","22","22","22","124","124","124","268","268","268","500","500","500","395","395","395","10","10","10"
"785","41","41","41","112","112","112","211","211","211","500","500","500","383","383","383","10","10","10"
"786","33","33","33","169","169","169","343","343","343","500","500","500","361","361","361","10","10","10"
"787","29","29","29","137","137","137","325","325","325","279","279","279","323","323","323","10","10","10"
"788","34","34","34","161","161","161","281","281","281","500","500","500","312","312","312","9","9","9"
"789","34","34","34","129","129","129","204","204","204","500","500","500","402","402","402","14","14","14"
"790","53","53","53","412","412","412","255","255","255","500","500","500","500","500","500","36","36","36"
"791","156","156","156","170","170","170","375","375","375","500","500","500","423","423","423","10","10","10"
"792","45","45","45","114","114","114","327","327","327","500","500","500","316","316","316","8","8","8"
"793","41","41","41","135","135","135","357","357","357","500","500","500","500","500","500","9","9","9"
"794","33","33","33","224","224","224","195","195","195","500","500","500","360","360","360","10","10","10"
"795","37","37","37","141","141","141","237","237","237","500","500","500","218","218","218","9","9","9"
"796","33","33","33","152","152","152","310","310","310","453","453","453","193","193","193","9","9","9"
"797","30","30","30","115","115","115","286","286","286","500","500","500","233","233","233","10","10","10"
"798","56","56","56","136","136","136","348","348","348","463","463","463","260","260","260","8","8","8"
"799","74","74","74","179","179","179","252","252","252","500","500","500","325","325","325","9","9","9"
"800","35","35","35","227","227","227","257","257","257","500","500","500","435","435","435","10","10","10"
"801","40","40","40","119","119","119","375","375","375","500","500","500","282","282","282","8","8","8"
"802","50","50","50","120","120","120","304","304","304","437","437","437","373","373","373","9","9","9"
"803","84","84","84","187","187","187","324","324","324","500","500","500","327","327","327","9","9","9"
"804","39","39","39","136","136","136","246","246","246","500","500","500","448","448","448","9","9","9"
"805","45","45","45","117","117","117","304","304","304","500","500","500","344","344","344","10","10","10"
"806","50","50","50","317","317","317","239","239","239","500","500","500","465","465","465","9","9","9"
"807","52","52","52","146","146","146","299","299","299","274","274","274","484","484","484","10","10","10"
"808","49","49","49","151","151","151","377","377","377","500","500","500","459","459","459","10","10","10"
"809","31","31","31","242","242","242","331","331","331","398","398","398","500","500","500","10","10","10"
"810","29","29","29","204","204","204","311","311","311","500","500","500","500","500","500","9","9","9"
"811","32","32","32","221","221","221","433","433","433","339","339","339","488","488","488","9","9","9"
"812","29","29","29","285","285","285","328","328","328","471","471","471","347","347","347","9","9","9"
"813","36","36","36","409","409","409","313","313","313","500","500","500","456","456","456","10","10","10"
"814","33","33","33","247","247","247","456","456","456","500","500","500","500","500","500","9","9","9"
"815","34","34","34","241","241","241","336","336","336","500","500","500","375","375","375","8","8","8"
"816","24","24","24","169","169","169","396","396","396","500","500","500","428","428","428","10","10","10"
"817","22","22","22","256","256","256","500","500","500","500","500","500","499","499","499","10","10","10"
"818","33","33","33","162","162","162","411","411","411","500","500","500","500","500","500","10","10","10"
"819","46","46","46","190","190","190","369","369","369","500","500","500","350","350","350","8","8","8"
"820","33","33","33","229","229","229","500","500","500","500","500","500","374","374","374","8","8","8"
"821","33","33","33","188","188","188","339","339","339","500","500","500","500","500","500","9","9","9"
"822","33","33","33","267","267","267","315","315","315","500","500","500","433","433","433","10","10","10"
"823","36","36","36","202","202","202","340","340","340","364","364","364","355","355","355","10","10","10"
"824","26","26","26","211","211","211","415","415","415","500","500","500","269","269","269","10","10","10"
"825","32","32","32","500","500","500","382","382","382","370","370","370","500","500","500","10","10","10"
"826","25","25","25","195","195","195","408","408","408","423","423","423","302","302","302","9","9","9"
"827","27","27","27","249","249","249","400","400","400","335","335","335","285","285","285","10","10","10"
"828","23","23","23","182","182","182","431","431","431","500","500","500","306","306","306","10","10","10"
"829","24","24","24","500","500","500","500","500","500","269","269","269","282","282","282","10","10","10"
"830","24","24","24","228","228","228","376","376","376","333","333","333","379","379","379","8","8","8"
"831","28","28","28","215","215","215","500","500","500","500","500","500","261","261","261","10","10","10"
"832","20","20","20","175","175","175","500","500","500","500","500","500","332","332","332","10","10","10"
"833","24","24","24","195","195","195","245","245","245","500","500","500","289","289","289","10","10","10"
"834","22","22","22","195","195","195","500","500","500","350","350","350","500","500","500","9","9","9"
"835","20","20","20","209","209","209","500","500","500","500","500","500","500","500","500","9","9","9"
"836","31","31","31","279","279","279","409","409","409","500","500","500","242","242","242","10","10","10"
"837","23","23","23","346","346","346","484","484","484","467","467","467","471","471","471","10","10","10"
"838","26","26","26","314","314","314","496","496","496","500","500","500","265","265","265","8","8","8"
"839","21","21","21","241","241","241","375","375","375","381","381","381","285","285","285","10","10","10"
"840","17","17","17","338","338","338","381","381","381","500","500","500","441","441","441","9","9","9"
"841","19","19","19","236","236","236","500","500","500","500","500","500","240","240","240","8","8","8"
"842","20","20","20","254","254","254","315","315","315","500","500","500","500","500","500","9","9","9"
"843","22","22","22","218","218","218","500","500","500","500","500","500","345","345","345","9","9","9"
"844","21","21","21","268","268","268","500","500","500","500","500","500","500","500","500","10","10","10"
"845","30","30","30","354","354","354","500","500","500","174","174","174","421","421","421","9","9","9"
"846","27","27","27","408","408","408","420","420","420","500","500","500","346","346","346","43","43","43"
"847","25","25","25","500","500","500","500","500","500","334","334","334","500","500","500","64","64","64"
"848","26","26","26","229","229","229","500","500","500","283","283","283","500","500","500","67","67","67"
"849","27","27","27","285","285","285","427","427","427","500","500","500","500","500","500","73","73","73"
"850","24","24","24","251","251","251","261","261","261","459","459","459","500","500","500","71","71","71"
"851","32","32","32","490","490","490","496","496","496","361","361","361","329","329","329","93","93","93"
"852","39","39","39","404","404","404","500","500","500","392","392","392","334","334","334","173","173","173"
"853","29","29","29","215","215","215","500","500","500","500","500","500","500","500","500","124","124","124"
"854","31","31","31","201","201","201","500","500","500","462","462","462","500","500","500","191","191","191"
"855","33","33","33","219","219","219","500","500","500","303","303","303","318","318","318","260","260","260"
"856","37","37","37","342","342","342","459","459","459","365","365","365","254","254","254","79","79","79"
"857","31","31","31","264","264","264","500","500","500","252","252","252","500","500","500","84","84","84"
"858","33","33","33","200","200","200","324","324","324","340","340","340","302","302","302","94","94","94"
"859","28","28","28","201","201","201","500","500","500","500","500","500","500","500","500","68","68","68"
"860","29","29","29","184","184","184","500","500","500","382","382","382","387","387","387","500","500","500"
"861","34","34","34","279","279","279","500","500","500","366","366","366","500","500","500","89","89","89"
"862","21","21","21","198","198","198","500","500","500","438","438","438","274","274","274","127","127","127"
"863","22","22","22","212","212","212","500","500","500","332","332","332","500","500","500","500","500","500"
"864","30","30","30","241","241","241","500","500","500","326","326","326","229","229","229","372","372","372"
"865","27","27","27","236","236","236","500","500","500","287","287","287","396","396","396","260","260","260"
"866","26","26","26","304","304","304","500","500","500","311","311","311","500","500","500","193","193","193"
"867","37","37","37","500","500","500","500","500","500","408","408","408","500","500","500","288","288","288"
"868","26","26","26","275","275","275","500","500","500","471","471","471","500","500","500","179","179","179"
"869","27","27","27","229","229","229","500","500","500","298","298","298","500","500","500","216","216","216"
"870","25","25","25","196","196","196","500","500","500","293","293","293","500","500","500","93","93","93"
"871","20","20","20","211","211","211","500","500","500","500","500","500","355","355","355","99","99","99"
"872","30","30","30","159","159","159","500","500","500","444","444","444","294","294","294","246","246","246"
"873","27","27","27","342","342","342","500","500","500","500","500","500","500","500","500","500","500","500"
"874","23","23","23","272","272","272","500","500","500","421","421","421","498","498","498","138","138","138"
"875","19","19","19","266","266","266","500","500","500","340","340","340","500","500","500","273","273","273"
"876","18","18","18","173","173","173","500","500","500","286","286","286","500","500","500","178","178","178"
"877","23","23","23","138","138","138","105","105","105","327","327","327","407","407","407","93","93","93"
"878","28","28","28","180","180","180","500","500","500","293","293","293","500","500","500","115","115","115"
"879","28","28","28","199","199","199","500","500","500","336","336","336","500","500","500","128","128","128"
"880","31","31","31","211","211","211","500","500","500","308","308","308","500","500","500","171","171","171"
"881","31","31","31","272","272","272","500","500","500","496","496","496","500","500","500","218","218","218"
"882","31","31","31","135","135","135","500","500","500","500","500","500","500","500","500","168","168","168"
"883","34","34","34","166","166","166","318","318","318","339","339","339","500","500","500","418","418","418"
"884","24","24","24","213","213","213","500","500","500","298","298","298","500","500","500","258","258","258"
"885","29","29","29","199","199","199","500","500","500","218","218","218","184","184","184","353","353","353"
"886","27","27","27","254","254","254","500","500","500","339","339","339","500","500","500","190","190","190"
"887","25","25","25","164","164","164","500","500","500","500","500","500","500","500","500","399","399","399"
"888","20","20","20","281","281","281","495","495","495","500","500","500","500","500","500","500","500","500"
"889","35","35","35","205","205","205","500","500","500","500","500","500","270","270","270","403","403","403"
"890","35","35","35","207","207","207","500","500","500","349","349","349","500","500","500","344","344","344"
"891","25","25","25","172","172","172","500","500","500","500","500","500","500","500","500","274","274","274"
"892","37","37","37","189","189","189","500","500","500","352","352","352","448","448","448","235","235","235"
"893","24","24","24","207","207","207","500","500","500","500","500","500","500","500","500","500","500","500"
"894","25","25","25","194","194","194","500","500","500","235","235","235","500","500","500","500","500","500"
"895","24","24","24","219","219","219","500","500","500","330","330","330","500","500","500","335","335","335"
"896","26","26","26","149","149","149","500","500","500","208","208","208","314","314","314","500","500","500"
"897","31","31","31","235","235","235","500","500","500","500","500","500","500","500","500","500","500","500"
"898","31","31","31","214","214","214","500","500","500","362","362","362","289","289","289","439","439","439"
"899","30","30","30","165","165","165","500","500","500","499","499","499","275","275","275","500","500","500"
